"","nume","pret","reducere","sortimente","Date","RobotName","RobotVersion","Sortiment","Post_cheltuieli"
"1988","Faina Schar Mix Pan-Mix B 1kg","2405 Lei/bucata","","Faina, malai, gris, pesmet",20170803,"carrefour.js","v1",NA,NA
"1989","Farfalle nr.93 De Cecco 500g","970 Lei/bucata","","Orez si paste fainoase",20170803,"carrefour.js","v1",NA,NA
"1990","Farfalle Panzani 500g","555 Lei/bucata","","Orez si paste fainoase",20170803,"carrefour.js","v1",NA,NA
"1991","Fasole alba 100% naturala Atifco Foods 900g","1015 Lei/bucata","","Orez si paste fainoase",20170803,"carrefour.js","v1",NA,NA
"1992","Fasole alba boabe Carrefour 400g","259 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"1993","Fasole alba bob mare vrac per kg","599 Lei/kg","","Legume proaspete",20170803,"carrefour.js","v1",NA,NA
"1994","Fasole alba Deroni 900g","819 Lei/bucata","","Orez si paste fainoase",20170803,"carrefour.js","v1",NA,NA
"1995","Fasole alba Deroni Bob Mare 900g","1070 Lei/bucata","","Orez si paste fainoase",20170803,"carrefour.js","v1",NA,NA
"1996","Fasole alba Maxim's 400g","370 Lei/bucata","","Conserve si borcane",20170803,"carrefour.js","v1",11301,113
"1997","Fasole batuta Carrefour Produse de Post 250g","450 Lei/bucata","","Mancare gata preparata",20170803,"carrefour.js","v1",NA,NA
"1998","Fasole batuta de post Sadu 200g","240 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"1999","Fasole batuta Mandy 200g","255 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2000","Fasole boabe alba Bonduelle 400g","570 Lei/bucata","","Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2001","Fasole boabe alba Carrefour 400g","263 Lei/bucata","","Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2002","Fasole boabe borlotti Giana 400g","345 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2003","Fasole Bretona in sos tomat Bonduelle 430g","728 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2004","Fasole colorata vrac, per kg","949 Lei/kg","","Legume proaspete",20170803,"carrefour.js","v1",NA,NA
"2005","Fasole cu carnaciori Carrefour 300g","349 Lei/bucata","","Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2006","Fasole cu carnati Mandy 300g","501 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2007","Fasole cu costita afumata 300g","225 Lei/bucata","","Mancare gata preparata",20170803,"carrefour.js","v1",NA,NA
"2008","Fasole cu costita afumata 300g","225 Lei/bucata","","Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2009","Fasole cu costita Carrefour 300g","349 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2010","Fasole galbena Olympia 680g","485 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2011","Fasole galbena pastai Carrefour 690g","335 Lei/bucata","","Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2012","Fasole galbena pastai D'Aucy 800g","870 Lei/bucata","","Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2013","Fasole galbena pastai taiata Merve 670g","500 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",12802,128
"2014","Fasole gatita in sos de tomate Heinz 415g","610 Lei/bucata","","Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2015","Fasole petrita Carrefour 1kg","835 Lei/bucata",NA,"Orez si paste fainoase",20170803,"carrefour.js","v1",NA,NA
"2016","Fasole rosie boabe Carrefour 400g","209 Lei/bucata","","Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2017","Fasole rosie Carrefour 1kg","746 Lei/bucata",NA,"Orez si paste fainoase",20170803,"carrefour.js","v1",NA,NA
"2018","Fasole verde pastai Carrefour 690g","340 Lei/bucata","","Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2019","Fasole verde pastai taiata Merve 660g","500 Lei/bucata","","Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2020","Fasole verde pastai taiate Bonduelle 400g","610 Lei/bucata","","Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2021","Felii de ananas in suc Dole 567g","900 Lei/bucata","","Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2022","Felii macrou afumat in ulei Salmaris 300g","1070 Lei/bucata","","Peste si fructe de mare",20170803,"carrefour.js","v1",NA,NA
"2023","Feta din lapte de capra si oaie Olympus 350g","1610 Lei/bucata",NA,"Lactate",20170803,"carrefour.js","v1",17604,176
"2024","Feta din lapte de capra si oaie Olympus 400g","1951 Lei/bucata",NA,"Lactate",20170803,"carrefour.js","v1",NA,NA
"2025","Feta oaie si capra Greco Lacteea 200g","1260 Lei/bucata",NA,"Lactate",20170803,"carrefour.js","v1",NA,NA
"2026","Ficat de cod Carrefour 121g","676 Lei/bucata","","Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2027","Ficat de cod in ulei propiu King Oscar 121g","820 Lei/bucata","","Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2028","Ficat de porc per kg","599 Lei/kg","","Carne",20170803,"carrefour.js","v1",15909,159
"2029","Ficat de pui Fragedo per kg","1349 Lei/kg","","Carne",20170803,"carrefour.js","v1",16106,161
"2030","Fidea cu ou Arnos 200g","220 Lei/bucata","","Orez si paste fainoase",20170803,"carrefour.js","v1",NA,NA
"2031","Fidea cu ou Monte Banato 200g","244 Lei/bucata","","Orez si paste fainoase",20170803,"carrefour.js","v1",NA,NA
"2032","Fidea cu ou Monte Banato 200g","320 Lei/bucata","","Orez si paste fainoase",20170803,"carrefour.js","v1",NA,NA
"2033","Fidea cuiburi Pambac 200g","220 Lei/bucata","","Orez si paste fainoase",20170803,"carrefour.js","v1",NA,NA
"2034","Fidea de casa Baneasa 200g","193 Lei/bucata","","Orez si paste fainoase",20170803,"carrefour.js","v1",NA,NA
"2035","Fidea de preparare rapida cu gust de legume Rollton 60g","089 Lei/bucata","","Mancare gata preparata",20170803,"carrefour.js","v1",NA,NA
"2036","Fidea de preparare rapida cu gust de pui picant Rollton 360g","499 Lei/bucata","","Mancare gata preparata",20170803,"carrefour.js","v1",NA,NA
"2037","Fidea de preparare rapida cu gust de pui Rollton 60g","089 Lei/bucata","-26%","Mancare gata preparata",20170803,"carrefour.js","v1",NA,NA
"2038","Fidea de preparare rapida cu gust de vita Rollton 60g","599 Lei/bucata","","Mancare gata preparata",20170803,"carrefour.js","v1",NA,NA
"2039","Fidea scurta cu ou Monte Banato 400g","357 Lei/bucata","","Orez si paste fainoase",20170803,"carrefour.js","v1",NA,NA
"2040","Fidelini Baneasa 400g","229 Lei/bucata","-12%","Orez si paste fainoase",20170803,"carrefour.js","v1",NA,NA
"2041","Fidelini Carrefour 400g","105 Lei/bucata","","Orez si paste fainoase",20170803,"carrefour.js","v1",NA,NA
"2042","File Ansoa in sos picant Rizzoli 90g","1950 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2043","File Ansoa in ulei extravirgin masline Rizzoli 90g","2015 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2044","File de ansoa cu ardei iute in ulei de masline Delicius 90g","2000 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2045","File de ansoa cu usturoi si patrunjel in ulei de masline Delicius 90g","2000 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2046","File de ansoa in ulei de masline Delicius 46g","1115 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2047","File de curcan Ifantis 100g","550 Lei/bucata","","Mezeluri",20170803,"carrefour.js","v1",NA,NA
"2048","File de hering in sos de rosii cu ardei Carrefour 170g","379 Lei/bucata","","Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2049","File de hering in ulei vegetal Nemo 170g","490 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2050","File de macrou afumat Negro 2000 150g","1237 Lei/bucata","","Peste si fructe de mare",20170803,"carrefour.js","v1",NA,NA
"2051","File de macrou in sos tomat Baltic Club 170g","870 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2052","File de macrou in sos tomat Carrefour 170g","429 Lei/bucata","","Conserve si borcane",20170803,"carrefour.js","v1",17107,171
"2053","File de macrou in ulei Baltic Club 170g","870 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2054","File de macrou in ulei vegetal Carrefour 170g","489 Lei/bucata","","Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2055","File de porc 500g","1142 Lei/bucata","","Carne",20170803,"carrefour.js","v1",NA,NA
"2056","File de porc fara os per kg","1999 Lei/kg","","Carne",20170803,"carrefour.js","v1",NA,NA
"2057","File de sardina in sos tomat Baltic Club 190g","805 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2058","File de sardine cu busuioc Renna 150g","1445 Lei/bucata","","Peste si fructe de mare",20170803,"carrefour.js","v1",NA,NA
"2059","File de somon afumat Gastronatura 140g","1425 Lei/bucata","","Peste si fructe de mare",20170803,"carrefour.js","v1",NA,NA
"2060","File de somon afumat Negro 2000 100g","1990 Lei/bucata","","Peste si fructe de mare",20170803,"carrefour.js","v1",NA,NA
"2061","File de somon afumat Negro 2000 120g","1895 Lei/bucata","","Peste si fructe de mare",20170803,"carrefour.js","v1",NA,NA
"2062","File de somon afumat Negro 2000 150g","3290 Lei/bucata","","Peste si fructe de mare",20170803,"carrefour.js","v1",NA,NA
"2063","File de somon afumat Negro 2000 200g","3745 Lei/bucata","","Peste si fructe de mare",20170803,"carrefour.js","v1",NA,NA
"2064","File de somon afumat Negro 2000 60g","1268 Lei/bucata","","Peste si fructe de mare",20170803,"carrefour.js","v1",NA,NA
"2065","File de ton Carrefour Selection 300g","2589 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2066","File hamsie marinata cu masline Marines 200g","1578 Lei/bucata","","Peste si fructe de mare",20170803,"carrefour.js","v1",NA,NA
"2067","File hering in sos tomat Merve 170g","670 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2068","File hering in ulei Merve 170g","720 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2069","File macrou afumat Ocean Fish 150g","645 Lei/bucata","","Peste si fructe de mare",20170803,"carrefour.js","v1",NA,NA
"2070","File macrou in sos tomat Merve 170g","700 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2071","File macrou in ulei Merve 170g","785 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2072","File somon afumat Negro 2000 200g","2530 Lei/bucata","","Peste si fructe de mare",20170803,"carrefour.js","v1",NA,NA
"2073","File somon de Alaska Gastronatura 100g","1068 Lei/bucata","","Peste si fructe de mare",20170803,"carrefour.js","v1",NA,NA
"2074","File Somon de Alaska Gastronatura 140g","1770 Lei/bucata","","Peste si fructe de mare",20170803,"carrefour.js","v1",NA,NA
"2075","File somon Gastronatura 100g","1099 Lei/bucata","","Peste si fructe de mare",20170803,"carrefour.js","v1",NA,NA
"2076","File ton Carrefour 190g","1581 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2077","Fileuri de hering afumat in ulei Salmaris 300g","1010 Lei/bucata","","Peste si fructe de mare",20170803,"carrefour.js","v1",NA,NA
"2078","Fileuri de hering marinat si picante Salmaris 220g","840 Lei/bucata","","Peste si fructe de mare",20170803,"carrefour.js","v1",NA,NA
"2079","Fileuri de macrou afumat Carrefour 150g","739 Lei/bucata","","Peste si fructe de mare",20170803,"carrefour.js","v1",NA,NA
"2080","Fileuri de macrou in ulei vegetal Giana 125g","315 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2081","Fileuri hering afumat cu condimente Carrefour 150g","639 Lei/bucata","","Peste si fructe de mare",20170803,"carrefour.js","v1",NA,NA
"2082","Fileuri hering cu ceapa prajita Bonito 480g","1576 Lei/bucata","","Peste si fructe de mare",20170803,"carrefour.js","v1",NA,NA
"2083","Fileuri hering marinat cu lamaie Carrefour 480g","1115 Lei/bucata","","Peste si fructe de mare",20170803,"carrefour.js","v1",NA,NA
"2084","Filini Vermicelles nr.30 Barilla 500g","577 Lei/bucata","","Orez si paste fainoase",20170803,"carrefour.js","v1",NA,NA
"2085","Filtre de cafea nr 2 Carrefour 100buc","349 Lei/bucata","","Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"2086","Fistic copt si sarat Carrefour 250g","1535 Lei/bucata","","Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"2087","Fistic copt si sarat Carrefour 500g","3515 Lei/bucata","","Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"2088","Fistic copt si sarat Nutline 400g","4915 Lei/bucata","","Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"2089","Fistic crud Elmas 250g","2498 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"2090","Fistic crud Jasmin 500g","5499 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"2091","Fistic in coaja copt si sarat Fiesta 200g","2315 Lei/bucata","","Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"2092","Fistic in coaja copt si sarat Nutline 150g","1995 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"2093","Fistic in coaja Orlando's 500g","6650 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"2094","Fistic prajit si sarat Mogyi 140g","1445 Lei/bucata","","Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"2095","Fistic premium in coaja Orlando's 150g","1930 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"2096","Fix pentru porc Fuchs 20g","240 Lei/bucata",NA,"Sare si condimente",20170803,"carrefour.js","v1",NA,NA
"2097","Fix Spaghetti Bolognese Knorr 44g","229 Lei/bucata","-27%","Sare si condimente",20170803,"carrefour.js","v1",NA,NA
"2098","Fleica de porc fara os per kg","1599 Lei/kg","","Carne",20170803,"carrefour.js","v1",15905,159
"2099","Floricele de porumb pentru cuptorul cu microunde cu sare PopShow Corn 80g","087 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"2100","Florida mix Bonduelle Gold 340g","925 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2101","Foi Cremsnit Boromir 380g","660 Lei/bucata","","Cofetarie si patiserie",20170803,"carrefour.js","v1",NA,NA
"2102","Foi de dafin Cosmin 4g","125 Lei/bucata","","Sare si condimente",20170803,"carrefour.js","v1",NA,NA
"2103","Foi de dafin Fuchs 7.5g","230 Lei/bucata",NA,"Sare si condimente",20170803,"carrefour.js","v1",NA,NA
"2104","Foi de dafin Galeo 4g","120 Lei/bucata","","Sare si condimente",20170803,"carrefour.js","v1",NA,NA
"2105","Foi de dafin intregi Kotanyi 5g","250 Lei/bucata","","Sare si condimente",20170803,"carrefour.js","v1",NA,NA
"2106","Foi de lasagna Panzani 10 Minute 250g","590 Lei/bucata","","Orez si paste fainoase",20170803,"carrefour.js","v1",NA,NA
"2107","Foi de orez Carrefour 100g","689 Lei/bucata","","Orez si paste fainoase",20170803,"carrefour.js","v1",NA,NA
"2108","Foi pentru cremsnit Dr.Oetker 320g","740 Lei/bucata",NA,"Cofetarie si patiserie",20170803,"carrefour.js","v1",NA,NA
"2109","Foi pentru lasagna all'uovo Barilla","695 Lei/bucata","","Orez si paste fainoase",20170803,"carrefour.js","v1",NA,NA
"2110","Forma pizza aroma gouda Viotros 200g","470 Lei/bucata","","Produse de post",20170803,"carrefour.js","v1",NA,NA
"2111","Franzela alba Carrefour 500g","199 Lei/bucata","","Panificatie",20170803,"carrefour.js","v1",NA,NA
"2112","Friptura de porc cu usturoi si afumatura Knorr Punga Magica 29g","435 Lei/bucata",NA,"Sare si condimente",20170803,"carrefour.js","v1",NA,NA
"2113","Friptura de pui cu usturoi Knorr Punga Magica 28g","475 Lei/bucata","","Sare si condimente",20170803,"carrefour.js","v1",NA,NA
"2114","Frisca cu gust de ciocolata Hochwald 250g","840 Lei/bucata",NA,"Lactate",20170803,"carrefour.js","v1",NA,NA
"2115","Frisca UHT Hulala 1L","1209 Lei/bucata",NA,"Lactate",20170803,"carrefour.js","v1",NA,NA
"2116","Frisca UHT Hulala 200ml","380 Lei/bucata",NA,"Lactate",20170803,"carrefour.js","v1",NA,NA
"2117","Frisca UHT Hulala 500ml","665 Lei/bucata",NA,"Lactate",20170803,"carrefour.js","v1",18521,185
"2118","Frisca UHT spray Hochwald Topping Star 250g","535 Lei/bucata",NA,"Lactate",20170803,"carrefour.js","v1",NA,NA
"2119","Frisca UHT spray Hulala 250ml","650 Lei/bucata",NA,"Lactate",20170803,"carrefour.js","v1",NA,NA
"2120","Frisca UHT spray Meggle 250g","860 Lei/bucata",NA,"Lactate",20170803,"carrefour.js","v1",NA,NA
"2121","Frisca UHT vegetala Meggle 200ml","350 Lei/bucata",NA,"Lactate",20170803,"carrefour.js","v1",NA,NA
"2122","Frisca vegetala UHT Meggle 1L","1130 Lei/bucata",NA,"Lactate",20170803,"carrefour.js","v1",NA,NA
"2123","Fructe de cacao kg","7999 Lei/bucata","","Fructe proaspete",20170803,"carrefour.js","v1",NA,NA
"2124","Fructe goji berry deshidratate Orlando's 180g","2000 Lei/bucata","","Fructe confiate si mixuri",20170803,"carrefour.js","v1",NA,NA
"2125","Fructe tropicale in sirop Sun Food 420g","750 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2126","Frunze de patrunjel Galeo 10g","130 Lei/bucata","","Sare si condimente",20170803,"carrefour.js","v1",NA,NA
"2127","Frunze de patrunjel Kamis 8g","270 Lei/bucata",NA,"Sare si condimente",20170803,"carrefour.js","v1",NA,NA
"2128","Fuet Campofrio 170g","1199 Lei/bucata",NA,"Mezeluri",20170803,"carrefour.js","v1",NA,NA
"2129","Fulgi crocanti de orez Rommac 250g","490 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"2130","Fulgi crocanti de porumb Nestle Corn Flakes 250g","570 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"2131","Fulgi crocanti de porumb Nestle Corn Flakes 500g","880 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"2132","Fulgi crocanti de porumb Nestle Gold Flakes 250g","570 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"2133","Fulgi cu ovaz integral si cereale Cheerios Nestle 400g","1175 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"2134","Fulgi cu ovaz integral si cereale in forma de o Nestle 400g","1175 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"2135","Fulgi de cocos Orlando'S 250g","799 Lei/bucata","","Cofetarie si patiserie",20170803,"carrefour.js","v1",NA,NA
"2136","Fulgi de grau cu miere Carrefour 375g","525 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"2137","Fulgi de grau cu miere si caramel Rommac Hero 150g","295 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"2138","Fulgi de ovaz Carrefour 500g","179 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"2139","Fulgi de ovaz Carrefour 500g","349 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"2140","Fulgi de ovaz fin Pirifan 500g","469 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"2141","Fulgi de ovaz fin Pirifan 500g","469 Lei/bucata","","Produse de post",20170803,"carrefour.js","v1",NA,NA
"2142","Fulgi de ovaz Pirifan 500g","500 Lei/bucata","","Produse de post",20170803,"carrefour.js","v1",NA,NA
"2143","Fulgi de porumb cu miere Carrefour 150g","160 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"2144","Fulgi de porumb fara zahar Pirifan 250g","435 Lei/bucata","","Produse de post",20170803,"carrefour.js","v1",NA,NA
"2145","Fulgi de porumb Rommac 1kg","1420 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"2146","Fulgi de porumb Rommac 250g","370 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"2147","Fulgi de porumb rumeniti in cuptor Carrefour 150g","165 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",11203,112
"2148","Fulgi de porumb SanoVita 250g","490 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"2149","Fulgi de secara Pirifan 500g","455 Lei/bucata","","Produse de post",20170803,"carrefour.js","v1",NA,NA
"2150","Fulgi din cereale Disney Cerbona 225g","440 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"2151","Fulgi instant pentru fasole batuta Distins 90g","140 Lei/bucata","","Mancare gata preparata",20170803,"carrefour.js","v1",NA,NA
"2152","Fursecuri arlechin Happy Fursec 320g","655 Lei/bucata",NA,"Dulciuri",20170803,"carrefour.js","v1",NA,NA
"2153","Fursecuri asortate Happy Fursec 350g","915 Lei/bucata",NA,"Dulciuri",20170803,"carrefour.js","v1",NA,NA
"2154","Fursecuri cu arahide Carrefour 200g","395 Lei/bucata",NA,"Dulciuri",20170803,"carrefour.js","v1",NA,NA
"2155","Fursecuri cu bucatele de ciocolata Milka Choco Cookie 135g","420 Lei/bucata","","Dulciuri",20170803,"carrefour.js","v1",14911,149
"2156","Fursecuri cu mere si scortisoara Carrefour 200g","395 Lei/bucata",NA,"Dulciuri",20170803,"carrefour.js","v1",NA,NA
"2157","Fursecuri cu rom Happy Fursec 300g","700 Lei/bucata",NA,"Dulciuri",20170803,"carrefour.js","v1",NA,NA
"2158","Fursecuri cu unt Carrefour 130g","368 Lei/bucata","","Dulciuri",20170803,"carrefour.js","v1",NA,NA
"2159","Fursecuri Tivoli 150g","1100 Lei/bucata",NA,"Dulciuri",20170803,"carrefour.js","v1",NA,NA
"2160","Fusilli Baneasa 400g","229 Lei/bucata","-12%","Orez si paste fainoase",20170803,"carrefour.js","v1",NA,NA
"2161","Fusilli nr.34 De Cecco 500g","970 Lei/bucata","","Orez si paste fainoase",20170803,"carrefour.js","v1",NA,NA
"2162","Fusilli nr.98 Barilla 1Kg","1000 Lei/bucata","","Orez si paste fainoase",20170803,"carrefour.js","v1",NA,NA
"2163","Fusilli Panzani Express 500g","710 Lei/bucata","","Orez si paste fainoase",20170803,"carrefour.js","v1",NA,NA
"2164","Fusilli Pietro Coricelli 500g","670 Lei/bucata",NA,"Orez si paste fainoase",20170803,"carrefour.js","v1",NA,NA
"2165","Fusilli Schar Bonta d'Italia 250g","995 Lei/bucata",NA,"Orez si paste fainoase",20170803,"carrefour.js","v1",NA,NA
"2166","Fusilli Scotti PastaRiso e Mais 250g","753 Lei/bucata","","Orez si paste fainoase",20170803,"carrefour.js","v1",NA,NA
"2167","Fussili Baneasa 500g","395 Lei/bucata",NA,"Orez si paste fainoase",20170803,"carrefour.js","v1",NA,NA
"2168","Garant pentru aluaturi dospite Dr.Oetker 32g","160 Lei/bucata",NA,"Cofetarie si patiserie",20170803,"carrefour.js","v1",NA,NA
"2169","Gaturi de curcan fara piele Penes per kg","1229 Lei/kg","","Carne",20170803,"carrefour.js","v1",NA,NA
"2170","Gelatina alba fin maruntita Dr.Oetker 10g","125 Lei/bucata","","Cofetarie si patiserie",20170803,"carrefour.js","v1",NA,NA
"2171","Gelatina rosie cu inchegare rapida Tort -Gelee Dr. Oetker  8 g","080 Lei/bucata","","Cofetarie si patiserie",20170803,"carrefour.js","v1",NA,NA
"2172","Gelatina transparenta cu inchegare rapida tort gelee Dr. Oetker 8 g","080 Lei/bucata","","Cofetarie si patiserie",20170803,"carrefour.js","v1",NA,NA
"2173","Gelfix extra 2:1 Dr.Oetker 25g","230 Lei/bucata",NA,"Cofetarie si patiserie",20170803,"carrefour.js","v1",NA,NA
"2174","Gelfix Super 3:1 Dr.Oetker 25g","260 Lei/bucata","","Cofetarie si patiserie",20170803,"carrefour.js","v1",NA,NA
"2175","Gem 4 fructe St.Dalfour 284g","1140 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2176","Gem afine St.Dalfour 284g","1350 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2177","Gem de ananas Carrefour 370g","735 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2178","Gem de ananas cu mango St.Dalfour 284g","1155 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2179","Gem de caise Arovit 360g","409 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",14403,144
"2180","Gem de caise Maxim's 340g","450 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2181","Gem de Caise St. Dalfour 284g","1140 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2182","Gem de capsuni Arovit 360g","420 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",14408,144
"2183","Gem de capsuni Raureni 370g","705 Lei/bucata","","Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2184","Gem de cirese negre St.Dalfour 284g","1140 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2185","Gem de gutui Raureni 370g","560 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2186","Gem de portocale cu ghimbir St.Dalfour 284g","1155 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2187","Gem de prune Arovit 360g","420 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",14404,144
"2188","Gem de prune Naturelo 360g","580 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2189","Gem de rubarba Carrefour 370g","609 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2190","Gem de smochine St. Dalfour 284g","1155 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2191","Gem de zmeura cu rodii St.Dalfour 284g","1155 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2192","Gem de zmeura St. Dalfour 284g","1140 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2193","Gem extra de cirese negre Schwartau 340g","1145 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2194","Gem extra de macese Schwartau 340g","1140 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"2195","Germeni 7 Mixt Biovega 75g","599 Lei/bucata","","Salate si plante aromatice",20170803,"carrefour.js","v1",NA,NA
"2196","Germeni de broccoli Biovega 75g","599 Lei/bucata","","Salate si plante aromatice",20170803,"carrefour.js","v1",NA,NA
"2197","Germeni de ceapa Biovega 50g","599 Lei/bucata","","Salate si plante aromatice",20170803,"carrefour.js","v1",NA,NA
"2198","Germeni de creson Biovega 75g","599 Lei/bucata","","Salate si plante aromatice",20170803,"carrefour.js","v1",NA,NA
