"","nume","pret_aug","nomenclator","pret_sept","nume_sept","scor_aug_sept","pret_oct","nume_oct","scor_aug_oct","pret_noi","nume_noi","scor_aug_noi"
"252","fragedo transavia aripioare de pui fara varf",13.18,"aripi de pui, preambalate  ",13.18,"fragedo transavia aripioare de pui fara varf",101,12.99,"fragedo transavia aripioare de pui fara varf",101,12.99,"fragedo transavia aripioare de pui fara varf",101
"253","carne de porc pentru snitel",18.99,"carne porc, fara os si slanina  (pulpa) ",14.99,"carne de porc pentru snitel",101,19.99,"carne de porc pentru snitel",101,19.99,"carne de porc pentru snitel",101
"254","cora pulpa porc fara os",16.99,"carne porc, fara os si slanina  (pulpa) ",16.99,"cora pulpa porc fara os",101,16.99,"cora pulpa porc fara os",101,16.99,"cora pulpa porc fara os",101
"255","cora muschiulet porc",26.99,"muschi de porc, fasonat  ",26.99,"cora muschiulet porc",101,26.99,"cora muschiulet porc",101,26.99,"cora muschiulet porc",101
"256","piept de pui cu os fragedo",14.06,"piept pasare,cu os, preambalat  ",14.06,"piept de pui cu os fragedo",101,14.19,"piept de pui cu os fragedo",101,14.19,"piept de pui cu os fragedo",101
"257","cora cotlet de porc cu os",16.99,"ceafa, cotlet fara os si  slanina ",16.99,"cora cotlet de porc cu os",101,16.99,"cora cotlet de porc cu os",101,16.99,"cora cotlet de porc cu os",101
"258","cora carne tocata de manzat",19.33,"carne tocata de vita  ",15.99,"cora carne tocata de manzat",101,22.99,"cora carne tocata de manzat",101,22.99,"cora carne tocata de manzat",101
"259","cora ceafa porc fara os",20.99,"ceafa, cotlet fara os si  slanina ",20.99,"cora ceafa porc fara os",101,20.99,"cora ceafa porc fara os",101,20.99,"cora ceafa porc fara os",101
"260","penes piept de curcan dezosat, fara piele",32.52,"piept de curcan, dezosat  ",32.52,"penes piept de curcan dezosat, fara piele",101,32.52,"penes piept de curcan dezosat, fara piele",101,32.52,"penes piept de curcan dezosat, fara piele",101
"261","cora rasol manzat cu os 2buc",17.99,"carne vita, minzat cu os (cap  de piept, piept, rasoale) ",19.49,"cora rasol manzat cu os 2buc",101,19.99,"cora rasol manzat cu os 2buc",101,19.99,"cora rasol manzat cu os 2buc",101
"262","pulpa de curcan inferioara cu os si piele galli gallo",14.06,"pulpe superioare de curcan,  cu os ",14.06,"pulpa de curcan inferioara cu os si piele galli gallo",101,14.69,"pulpa de curcan inferioara cu os si piele galli gallo",101,14.69,"pulpa de curcan inferioara cu os si piele galli gallo",101
"263","ferma vranceana ficat de pui",14.94,"ficat pui, preambalat  ",10.99,"ferma vranceana ficat de pui",101,12.99,"ferma vranceana ficat de pui",101,12.99,"ferma vranceana ficat de pui",101
"264","snitel de manzat",31.99,"carne vita, minzat fara os  (pulpa, vrabioare) ",31.99,"snitel de manzat",101,31.99,"snitel de manzat",101,31.99,"snitel de manzat",101
"265","cora pulpa de vitel fara os",39.99,"carne vita, minzat cu os (cap  de piept, piept, rasoale) ",39.99,"cora pulpa de vitel fara os",101,39.99,"cora pulpa de vitel fara os",101,39.99,"cora pulpa de vitel fara os",101
"266","galli gallo piept de curcan dezosat",33.4,"piept de curcan, dezosat  ",33.4,"galli gallo piept de curcan dezosat",101,35.69,"galli gallo piept de curcan dezosat",101,35.69,"galli gallo piept de curcan dezosat",101
"267","fleica de porc cora",15.99,"carne porc (fleica, piept)  ",15.99,"fleica de porc cora",101,15.99,"fleica de porc cora",101,15.99,"fleica de porc cora",101
"268","cora carnati de porc afumati",17.99,"cirnati de casa, semiafumati  ",17.99,"cora carnati de porc afumati",101,17.99,"cora carnati de porc afumati",101,17.99,"cora carnati de porc afumati",101
"269","ave pipote si inimi de pui",13.18,"pipote si inimi de pui si  gaina, preambalate ",13.18,"ave pipote si inimi de pui",101,12.99,"pipote si inimi de pui coco rico per kg",92,12.99,"pipote si inimi de pui coco rico per kg",92
"270","puiul familist agricola",9.49,"pui (fara cap, git, gheare),  preambalat ",8.49,"puiul familist agricola",101,10.49,"puiul familist agricola",101,10.49,"puiul familist agricola",101
"271","cora ceafa de porc afumata",25.99,"ceafa afumata  ",25.99,"cora ceafa de porc afumata",101,25.99,"cora ceafa de porc afumata",101,25.99,"cora ceafa de porc afumata",101
"272","vrabioara de manzat",33.99,"carne vita, minzat fara os  (pulpa, vrabioare) ",33.99,"vrabioara de manzat",101,33.99,"vrabioara de manzat",101,33.99,"vrabioara de manzat",101
"273","pulpa superioara de curcan penes galli gallo",29.88,"pulpe superioare de curcan,  cu os ",29.88,"pulpa superioara de curcan penes galli gallo",101,29.99,"pulpa superioara de curcan penes galli gallo",101,29.99,"pulpa superioara de curcan penes galli gallo",101
"274","cora jambon de porc afumat",21.99,"jambon porc, afumat  ",21.99,"cora jambon de porc afumat",101,21.99,"cora jambon de porc afumat",101,21.99,"cora jambon de porc afumat",101
"275","avicola focsani carnati proaspeti",16.99,"cirnati proaspeti  ",16.99,"avicola focsani carnati proaspeti",101,16.99,"avicola focsani carnati proaspeti",101,16.99,"avicola focsani carnati proaspeti",101
"276","cora pastrama de pui",16.52,"pastrama pui (piept, pulpe)  ",16.52,"cora pastrama de pui",101,16.52,"cora pastrama de pui",101,16.52,"cora pastrama de pui",101
"277","oua marimea m agricola 30buc",19.38,"oua de la gaini crescute la  sol (cod 1, marime m) ",18.12,"oua marimea m agricola 30buc",101,19.38,"oua marimea m agricola 30buc",101,19.38,"oua marimea m agricola 30buc",101
"278","hochland telemea vaca 350g",9.25,"brinza (telemea) din lapte de  vaca ",9.55,"hochland telemea vaca 350g",101,4.29,"telemea de vaca hochland 150g",91,4.29,"telemea de vaca hochland 150g",91
"279","lapte proaspat 1,5% grasime zuzu 1l",4.33,"lapte de vaca, degresat  (1,5-1,8%) ",4.32,"lapte proaspat 1,5% grasime zuzu 1l",101,4.4,"lapte degresat zuzu 0.1% grasime 1l",85,4.8,"lapte degresat zuzu 0.1% grasime 1l",85
"280","smantana winny 900g",5.16,"smintina la galetusa, 12%  grasime (800-1000 ml) ",5.32,"smantana winny 900g",101,7.29,"smantana 12% grasime 900g 365",81,7.29,"smantana 12% grasime 900g 365",81
"281","lapte proaspat 3,5% grasime zuzu 1l",4.81,"lapte de vaca, uht, cu grasime  3,5% (la dorna""  ""fulga""",4.81,"lapte proaspat 3,5% grasime zuzu 1l",101,4.37,"lapte de consum integral zuzu 3.5% grasime 1l",85,4.55,"lapte de consum integral zuzu 3.5% grasime 1l",85
"282","albalact unt 200g",7,"unt de masa, cu 65% grasime  (pachet de 200 g) ",7.06,"albalact unt 200g",101,7.79,"unt albalact 65% grasime 200g",100,8.19,"unt albalact 65% grasime 200g",100
"283","covalact de tara branza fagaras 185g",3.3,"brinza cu smintina (pahar  plastic 150-200 g) ",3.06,"covalact de tara branza fagaras 185g",101,2.69,"branza fagaras covalact de tara 185g",100,3.19,"branza fagaras covalact de tara 185g",100
"284","lapte uht 1,5% grasime poiana florilor 1l",2.99,"lapte de vaca, degresat  (1,5-1,8%) ",2.63,"lapte uht 1,5% grasime poiana florilor 1l",101,3.89,"lapte uht 0.07% grasime 1l 365",82,3.89,"lapte uht 0.07% grasime 1l 365",82
"285","covalact de tara unt 200g",6.43,"unt de masa, cca. 80% grasime  (pachet de 200 g) ",6.55,"covalact de tara unt 200g",101,9.95,"unt cu 80% grasime 200g covalact de tara",100,9.95,"unt cu 80% grasime 200g covalact de tara",100
"286","hochland crema branza 200g",3.85,"brinza proaspata crema  hochland (cu verdeata,  castraveti) - cutie plastic",4.82,"hochland crema branza 200g",101,4.96,"crema de branza clasic creme 200g hochland",100,4.96,"crema de branza clasic creme 200g hochland",100
"287","delaco cascaval 350g",11.69,"cascaval (din lapte de vaca)  ",11.46,"delaco cascaval 350g",101,11.69,"cascaval delaco desenvis 350g",100,11.69,"cascaval delaco desenvis 350g",100
"288","hochland branza topita cu smantana 140g",4.14,"brinza topita, cu adaosuri  (cutie de 140 g) ",4.38,"hochland branza topita cu smantana 140g",101,3.61,"branza topita cu smantana 8 triunghiuri 140g hochland",100,3.61,"branza topita cu smantana 8 triunghiuri 140g hochland",100
"289","napolact iaurt 140g",0.98,"iaurt (pahar plastic  150-200 ml) ",0.94,"napolact iaurt 140g",101,1.85,"iaurt bio 140g napolact",100,1.85,"iaurt bio 140g napolact",100
"290","covalact sana 3.6% 330g",2.28,"iaurt de baut (pahar 320 -  350 g) ",2.34,"covalact sana 3.6% 330g",101,2.5,"sana 3.6% grasime 330g covalact de tara",100,2.5,"sana 3.6% grasime 330g covalact de tara",100
"291","iaurt natural danone 390g",2.11,"iaurt natural fara grasime  (pahar plastic 375-450 g) ",2.12,"iaurt natural danone 390g",101,0.94,"iaurt natural 130g danone",96,0.94,"iaurt natural 130g danone",96
"292","prodlacta sana de la munte 900g",3.99,"sana (sticla plastic 800-  1000 g) ",4.66,"prodlacta sana de la munte 900g",101,5.44,"sana prodlacta 3.6% grasime 900g",76,5.44,"sana prodlacta 3.6% grasime 900g",76
"293","activia iaurt capsuni cereale 168g",2.41,"iaurt cu fructe (125 g)  ",2.42,"activia iaurt capsuni cereale 168g",101,2.39,"iaurt cu capsuni si fulgi de cereale danone activia mic dejun 168g",100,2.39,"iaurt cu capsuni si fulgi de cereale danone activia mic dejun 168g",100
"294","delma sandvis margarina 500g",3.4,"margarina (cutie plastic de  500 g) ",3.46,"delma sandvis margarina 500g",101,3.59,"delma sandvis margarina 500g",101,3.59,"delma sandvis margarina 500g",101
"295","delma sandvis margarina 250g",2.14,"margarina - indigena (pachet  de 250 g) ",2.21,"delma sandvis margarina 250g",101,2.12,"delma sandvis margarina 250g",101,2.12,"delma sandvis margarina 250g",101
"296","soia felii winny 100g",1.29,"soia felii (punga 100-200 g)  ",1.28,"soia felii winny 100g",101,1.31,"soia felii winny 100g",101,1.31,"soia felii winny 100g",101
"297","cora bagheta alba 300g",0.99,"piine alba, format bagheta  ",0.99,"cora bagheta alba 300g",101,0.99,"cora bagheta alba 300g",101,0.99,"cora bagheta alba 300g",101
"298","paine neagra 500g",1.89,"piine neagra simpla, format  rotund, oval sau lung ",1.89,"paine neagra 500g",101,1.89,"paine neagra 500g",101,1.89,"paine neagra 500g",101
"299","cora paine 300g",0.79,"piine alba simpla  ",0.79,"cora paine 300g",101,0.79,"cora paine 300g",101,0.79,"cora paine 300g",101
"300","cora paine graham 600g",3.1,"piine graham  ",2.9,"cora paine graham 600g",101,3.1,"cora paine graham 600g",101,3.1,"cora paine graham 600g",101
"301","paine alba feliata neptun 400g",3.02,"piine feliata (pachet celofan)  ",2.97,"paine alba feliata neptun 400g",101,2.99,"paine alba feliata neptun 400g",101,2.99,"paine alba feliata neptun 400g",101
"302","toast integral 500g",2.99,"piine semialba (intermediara,  integrala) ",2.99,"toast integral 500g",101,2.99,"toast integral 500g",101,5.57,"paine toast integral 500g savoria",100
"303","paine feliata cu cartofi tosteria 500g",3.08,"piine alba cu cartofi  ",3.97,"paine feliata cu cartofi tosteria 500g",101,3.99,"paine feliata cu cartofi tosteria 500g",101,4.39,"paine cu cartofi, feliata vel pitar 800g",81
"304","croissant cu ciocolata 85g",1.69,"croissant umplut cu ciocolata  - indigen (punga metalizata  de 65-100 g) tip magic"" sau""",1.69,"croissant cu ciocolata 85g",101,1.69,"croissant cu ciocolata 85g",101,1.69,"croissant cu ciocolata 85g",101
"305","cozonac de post cu nuca si cacao cora 500g",4.99,"cozonac de post, cu rahat  (400-800 g) ",4.99,"cozonac de post cu nuca si cacao cora 500g",101,4.99,"cozonac de post cu nuca si cacao cora 500g",101,4.99,"cora cozonac 500g",100
"306","cozonac cu nuca si cacao cora 500g",4.99,"cozonac cu diferite umpluturi  (400-800 g) ",4.99,"cozonac cu nuca si cacao cora 500g",101,4.99,"cozonac cu nuca si cacao cora 500g",101,4.99,"cozonac cu nuca si cacao cora 500g",101
"307","cora strudel 80g",1.79,"strudel (cu mere sau brinza)  (70-100 g) ",1.79,"cora strudel 80g",101,1.79,"cora strudel 80g",101,1.79,"cora strudel 80g",101
"308","cora fursecuri cu stafide",24.9,"fursecuri ambalate in cutie  ",22.9,"cora fursecuri cu stafide",101,23.9,"cora fursecuri cu stafide",101,23.9,"cora fursecuri cu stafide",101
"309","bella foi fine de placinta refrigerate 350g",4.13,"foi de placinta (pachet de  350-500 g) ",4.15,"bella foi fine de placinta refrigerate 350g",101,4.07,"bella foi fine de placinta refrigerate 350g",101,3.34,"foi de placinta 400g bella",89
"310","winny zahar 1kg",3.23,"zahar cristal tos - preambalat  ",3.99,"zahar alb 1kg luna",75,3.02,"winny zahar 1kg",101,3.02,"winny zahar 1kg",101
"311","unisol ulei 1l",5.54,"ulei de floarea soarelui,  dublu rafinat ",12.7,"ulei de floarea soarelui unisol 2l",88,5.54,"unisol ulei 1l",101,5.54,"unisol ulei 1l",101
"312","regal otet 1l",2.79,"otet de mere (sticla plastic  de 500 ml) ",2.79,"otet alimentar de fermentatie regal 1l",100,2.81,"regal otet 1l",101,2.81,"regal otet 1l",101
"313","pambac malai superior 1kg",1.72,"malai extra indigen -  preambalat ",3,"malai superior gata 1kg",88,1.63,"pambac malai superior 1kg",101,1.63,"pambac malai superior 1kg",101
"314","baneasa faina 1kg",3.07,"faina alba superioara (480 tip  000) - preambalata ",4,"faina alba baneasa 1kg",100,3.14,"baneasa faina 1kg",101,3.14,"baneasa faina 1kg",101
"315","dobrogea faina 1kg",3.03,"faina alba superioara (480 tip  000) - preambalata ",3.02,"faina alba dobrogea 1kg",100,3.15,"dobrogea faina 1kg",101,3.14,"dobrogea faina 1kg",101
"316","dr.oetker praf copt 10g",0.38,"praf de copt (ruff""  ""dr.""  oetker) (plic 10 g)""",0.9,"praf de copt dr.oetker 30g",90,0.38,"dr.oetker praf copt 10g",101,0.38,"dr.oetker praf copt 10g",101
"317","titan pesmet 500g",3.11,"pesmet alb (punga de 500 g)  ",2.6,"gris titan 500g",80,3.12,"titan pesmet 500g",101,3.12,"titan pesmet 500g",101
"318","pakmaya drojdie 25g",0.47,"drojdie de bere, proaspata,  comprimata (pachet de 500 g) ",0.48,"drojdie proaspata pakmaya 25g",100,0.55,"pakmaya drojdie 25g",101,0.55,"pakmaya drojdie 25g",101
"319","atifco orez 1kg",6.68,"orez cu bob rotund, preambalat  ",6.39,"orez sarmale atifco 1kg",100,6.93,"atifco orez 1kg",101,6.93,"atifco orez 1kg",101
"320","malai extra cora 1kg",2.29,"malai extra indigen -  preambalat ",3.15,"malai extra pambac 1kg",86,2.29,"malai extra cora 1kg",101,1.79,"malai extra cora 1kg",101
"321","delikat adaos legume 75g",1.87,"delikat (pachet de 75-80 g)  ",1.71,"baza pentru mancaruri delikat legume 75g",86,1.89,"delikat adaos legume 75g",101,1.89,"delikat adaos legume 75g",101
"322","zahar brun 500g",3.47,"zahar brun (500 g)  ",5.5,"zahar brun demerara 500g",100,3.6,"zahar brun 500g",101,3.6,"zahar brun 500g",101
"323","barilla spaghetti 500g",5.34,"spaghetti - indigene (pachet  de 400-500 g) ",4.19,"spaghettini nr. 3 barilla 500g",86,5.14,"barilla spaghetti 500g",101,5.14,"barilla spaghetti 500g",101
"324","baneasa gris 500g",2.52,"gris preambalat (punga 500 g)  ",2.5,"gris de grau baneasa 500g",100,2.53,"baneasa gris 500g",101,2.53,"baneasa gris 500g",101
"325","vincon otet 1l",3.22,"otet alimentar de 9 grade  (sticla plastic de 1000 ml) ",3.45,"otet alimentar din vin rosu vincon vrancea 1l",100,3.22,"vincon otet 1l",101,3.22,"vincon otet 1l",101
"326","dr.oetker esenta rom 38ml",3.55,"esenta de rom, vanilie, fistic  (sticluta de 25-30 ml) ",4.1,"esenta de rom dr.oetker 38ml",100,3.58,"dr.oetker esenta rom 38ml",101,3.58,"dr.oetker esenta rom 38ml",101
"327","dr.oetker esenta vanilie 38ml",3.48,"esenta de rom, vanilie, fistic  (sticluta de 25-30 ml) ",4.1,"esenta de vanilie dr. oetker 38ml",100,3.65,"dr.oetker esenta vanilie 38ml",101,3.65,"dr.oetker esenta vanilie 38ml",101
"328","dr.oetker original pudding pudra 40 g",1.04,"praf de budinca (plic de cca.  40 g) ",1.1,"praf de budinca cu gust de capsuni dr.oetker original pudding 40g",83,1.06,"dr.oetker original pudding pudra 40 g",101,1.06,"dr.oetker original pudding pudra 40 g",101
"329","bucegi pate de porc 120g",2.45,"pate ficat (cutie de 100 g)  ",2.3,"bucegi pate de porc 120g",101,2.47,"bucegi pate de porc 120g",101,2.47,"bucegi pate de porc 120g",101
"330","sadu pate porc 100g",1.64,"pate ficat (cutie de 100 g)  ",1.52,"sadu pate porc 100g",101,1.67,"sadu pate porc 100g",101,1.67,"sadu pate porc 100g",101
"331","bucegi pate 200g",2.89,"pate ficat (cutie de 200 g)  ",3.4,"bucegi pate 200g",101,3.91,"bucegi pate 200g",101,3.91,"bucegi pate 200g",101
"332","bucegi pate vegetal 200g",2.89,"pate vegetal (cutie de 200 g)  ",3.66,"bucegi pate vegetal 200g",101,3.93,"bucegi pate vegetal 200g",101,3.93,"bucegi pate vegetal 200g",101
"333","defne masline 260g",4.5,"masline negre - cal. i  ",4.37,"defne masline 260g",101,4.47,"defne masline 260g",101,4.47,"defne masline 260g",101
"334","nutella crema alune 400g",11.73,"nutella (400 g)  ",11.61,"nutella crema alune 400g",101,12.31,"nutella crema alune 400g",101,12.31,"nutella crema alune 400g",101
"335","fineti crema cacao 200g",5.16,"crema de ciocolata finetti""""  (cutie plastic de 200 g) ",5,"fineti crema cacao 200g",101,5.25,"fineti crema cacao 200g",101,5.25,"fineti crema cacao 200g",101
"336","roua florilor breakfast miere poliflora 950g",23.02,"miere poliflora - calitate  superioara (borcan de 350-  500 ml)",22.99,"roua florilor breakfast miere poliflora 950g",101,22.89,"roua florilor breakfast miere poliflora 950g",101,18.71,"roua florilor breakfast miere poliflora 950g",101
"337","raureni gem caise 370g",5.95,"gem de caise - indigen (borcan  de 360-450 ml) ",3.99,"caise",100,6.92,"raureni gem caise 370g",101,6.92,"raureni gem caise 370g",101
"338","gem de capsuni raureni 370g",6.88,"gem de capsuni - indigen  (borcan de 360-450 ml) ",5.1,"gem de capsuni raureni 370g",101,7.5,"gem de capsuni raureni 370g",101,7.5,"gem de capsuni raureni 370g",101
"339","raureni dulceata visine 350g",9.55,"dulceata de visine - indigena  (borcan de 360-450 ml) ",9.31,"raureni dulceata visine 350g",101,9.88,"raureni dulceata visine 350g",101,9.88,"raureni dulceata visine 350g",101
"340","winny gem prune 370g",3.8,"gem de prune - indigen (borcan  de 360-450 ml) ",3.86,"winny gem prune 370g",101,3.72,"winny gem prune 370g",101,3.72,"winny gem prune 370g",101
"341","winny gem piersici 370g",3.82,"gem de piersici - indigen  (borcan de 360-450 ml) ",3.92,"winny gem piersici 370g",101,3.71,"winny gem piersici 370g",101,3.71,"winny gem piersici 370g",101
"342","gem de visine raureni 370g",6.88,"gem de visine - indigen  (borcan de 360-450 ml) ",6.85,"gem de visine raureni 370g",101,7.5,"gem de visine raureni 370g",101,7.5,"gem de visine raureni 370g",101
"343","winny compot ananas bucati 565g",4.39,"compot de ananas - import  (cutie metalica de 565 ml) ",4.39,"winny compot ananas bucati 565g",101,4.39,"winny compot ananas bucati 565g",101,4.39,"winny compot ananas bucati 565g",101
"344","raureni compot de piersici 700g",6.46,"compot de piersici - indigen  (borcan de 720 ml) ",6.45,"raureni compot de piersici 700g",101,6.49,"raureni compot de piersici 700g",101,6.49,"raureni compot de piersici 700g",101
"345","compot de prune cora 680g",4.39,"compot de prune - indigen  (borcan de cca. 720 ml) ",4.39,"compot de prune cora 680g",101,4.39,"compot de prune cora 680g",101,4.39,"compot de prune cora 680g",101
"346","cereale cu ciocolata, caramel, vitamine si minerale nestle lion 500g",10.51,"cereale pentru micul dejun  nestle"" - cutie carton""  225-350 g",11.08,"cereale cu ciocolata si caramel 500g lion",100,10.99,"cereale cu ciocolata si caramel 500g lion",100,10.54,"cereale cu ciocolata, caramel, vitamine si minerale nestle lion 500g",101
"347","fulgi de porumb fortza de rontaiala 150g",2.39,"fulgi de porumb - indigeni  (punga de 150 g) ",4.39,"fulgi de porumb 300g 365",77,3.99,"fulgi de porumb 300g 365",77,2.44,"fulgi de porumb fortza de rontaiala 150g",101
"348","vitalis musli 300g",8.37,"musli vitalis (cutie 300 g)  ",7.75,"musli cu ciocolata dr. oetker vitalis 300g",100,9,"musli cu fructe dr. oetker vitalis 300g",100,8.17,"vitalis musli 300g",101
"349","jacobs kronung cafea 100g",4.51,"cafea naturala macinata (plic  de 100 g) ",4.45,"cafea jacobs kronung alintaroma 100g",100,4.95,"jacobs kronung cafea 100g",101,4.95,"jacobs kronung cafea 100g",101
"350","cappuccino chocolate lafesta 125g",4.25,"capuccino cu ciocolata (plic  de 12,5 g) ",3.95,"cappuccino cu aroma de frisca lafesta 125g",82,4.33,"cappuccino chocolate lafesta 125g",101,4.33,"cappuccino chocolate lafesta 125g",101
"351","cafea macinata decofeinizata winny 100g",4.66,"cafea solubila, decofeinizata  - borcan 100 g ",7.02,"cafea prajita si macinata decofeinizata 100g doncafe",92,4.7,"cafea macinata decofeinizata winny 100g",101,4.7,"cafea macinata decofeinizata winny 100g",101
"352","cora cafea solubila 100g",10.49,"cafea solubila (ness) (cutie  de 100 g) ",10.5,"cafea solubila amigo 100g",88,8.5,"cora cafea solubila 100g",101,8.5,"cora cafea solubila 100g",101
"353","orbit spearmint guma mestecat 14g",1.57,"guma mestecat orbit""""  fara zahar (14 g) ",1.5,"guma de mestecat cu aroma de menta orbit pellets spearmint 14g",100,1.6,"guma de mestecat spearmint 10 drajeuri 14g orbit",100,1.6,"guma de mestecat spearmint 10 drajeuri 14g orbit",100
"354","eugenia biscuiti 36g",0.73,"biscuiti tip eugenia"" (pachet""  de 25-40 g) ",0.77,"biscuiti cu crema de cacao dobrogea eugenia 36g",100,0.79,"biscuiti cu crema de ciocolata 36g eugenia",100,0.79,"biscuiti cu crema de ciocolata 36g eugenia",100
"355","oreo biscuiti 66g",1.52,"biscuiti cu crema (70-85 g)  ",3.55,"biscuiti oreo",100,3.55,"biscuiti oreo",100,3.55,"biscuiti oreo",100
"356","chipicao croissant cacao 60g",1.69,"croissant umplut cu ciocolata  - indigen (punga metalizata  de 65-100 g) tip magic"" sau""",1.67,"croissant cu crema de cacao chipicao 60g",100,1.93,"croissant cu crema de cacao 60g chipicao",100,1.93,"croissant cu crema de cacao 60g chipicao",100
"357","joe mini napolitana cacao 40g",1.01,"napolitane joe"" alfers"", - pachet de 40-60 g"" ",5.4,"joe cacao 350g",78,1.22,"napolitana cu crema de cacao, glazurata cu ciocolata cu lapte xxl 46g joe",82,2.29,"napolitana cu crema de cacao biobenefique 40g",82
"358","rostar biscuiti extra petit beurre 300g",4,"biscuiti dulci, tip petit""  beurre (140 g)"" ",5.25,"biscuiti rostar petit beurre 460g",92,3.56,"biscuiti extra petit beurre 300g rostar",100,3.56,"biscuiti extra petit beurre 300g rostar",100
"359","sugus traditional bomboane 80g",2.16,"bomboane gumate cu aroma de  fructe sugus"" (punga""  200-250 g)",2.15,"bomboane cu aroma de fructe traditional sugus 80g",100,2.15,"bomboane cu aroma de fructe traditional sugus 80g",100,2.15,"bomboane cu aroma de fructe traditional sugus 80g",100
"360","biscuiti cu crema de cacao cora 36g",0.52,"biscuiti fragezi, dulci, cu  cacao, tip picnic"" (60-85 g)"" ",0.77,"biscuiti cu crema de cacao dobrogea eugenia 36g",92,0.39,"biscuiti cu crema de cacao carrefour 36g",92,0.43,"biscuiti cu crema de cacao carrefour 36g",92
"361","feleacul halva 400g",5.79,"halva cu cacao - indigena  (pachet de 250-500 g) ",5.8,"halva feleacul 400g",100,5.8,"halva feleacul 400g",100,5.8,"halva feleacul 400g",100
"362","fursecuri simple luci pol 300g",5.72,"fursecuri ambalate in cutie  ",11,"fursecuri tivoli 150 g",65,5.9,"fursecuri cu stafide 200g sal pan",70,5.9,"fursecuri cu stafide 200g sal pan",70
"363","boromir covrigei 100g",1.24,"covrigi cu sare si mac  (cca. 50-100 g) ",1.15,"covrigei superiori cu mac boromir 100g",100,1.2,"covrigei superiori cu mac boromir 100g",100,1.2,"covrigei superiori cu mac boromir 100g",100
"364","monte banato saratele 125g",2.36,"saratele (ambalate in pungi)  (100-125 g) ",2.35,"saratele cu chimen monte banato 125g",100,2.2,"saratele cu chimen monte banato 125g",100,2.2,"saratele cu chimen monte banato 125g",100
"365","tocana de legume cora traditia gustului 300g",2.63,"tocana de legume (borcan de  300-370 ml) ",2.63,"tocana de legume cora traditia gustului 300g",101,2.79,"tocana de legume cora traditia gustului 300g",101,2.79,"tocana de legume cora traditia gustului 300g",101
"366","panzani sos arrabiata 400g",7.96,"sos pentru paste, diverse  sortimente (borcan 350-425 g) ",7.69,"panzani sos arrabiata 400g",101,7.97,"panzani sos arrabiata 400g",101,7.97,"panzani sos arrabiata 400g",101
"367","taitei cu ou medium blue dragon 300g",14.69,"taitei cu ou (punga de  200-400 g) ",14.86,"taitei cu ou medium blue dragon 300g",101,14.67,"taitei cu ou medium blue dragon 300g",101,14.67,"taitei cu ou medium blue dragon 300g",101
"368","borsec apa carbogazoasa 1.5l",2.07,"apa minerala carbogazoasa  (sticla plastic de 1500 ml) ",2.04,"borsec apa carbogazoasa 1.5l",101,2.05,"borsec apa carbogazoasa 1.5l",101,2.05,"borsec apa carbogazoasa 1.5l",101
"369","borsec apa plata 2l",2.2,"apa plata naturala (sticla  plastic de 2000 ml) ",2.2,"borsec apa plata 2l",101,2.19,"borsec apa plata 2l",101,2.19,"borsec apa plata 2l",101
"370","zizin apa minerala naturala plata 5l",4,"apa plata naturala (bidon  plastic de 5000 ml) ",3.99,"zizin apa minerala naturala plata 5l",101,3.96,"zizin apa minerala naturala plata 5l",101,3.96,"zizin apa minerala naturala plata 5l",101
"371","bautura racoritoare pepsi cola 1.25l",3.27,"pepsi-cola (sticla din plastic  de 1250 ml) ",3,"pepsi cola 1.25l",100,3.21,"bautura racoritoare pepsi cola 1.25l",101,3.21,"bautura racoritoare pepsi cola 1.25l",101
"372","fanta portocale 0.5l",2.47,"frutti fresh (sticla plastic  de 500 ml) ",2.3,"bautura carbogazoasa cu aroma de portocale fanta 0.5l",100,2.63,"fanta portocale 0.5l",101,2.63,"fanta portocale 0.5l",101
"373","coca cola 2l",4.39,"coca-cola (sticla din plastic  de 2000 ml) ",4.35,"bautura racoritoare carbogazoasa coca cola 2l",100,4.43,"coca cola 2l",101,4.43,"coca cola 2l",101
"374","tedi suc de mere, morcovi si zmeura 200ml",1.2,"bautura pentru copii tedy""""  (sticla de cca. 300 ml) ",1.6,"suc de morcovi, mere si zmeura cu miere tedi go 0.3l",92,1.2,"tedi suc de mere, morcovi si zmeura 200ml",101,1.2,"tedi suc de mere, morcovi si zmeura 200ml",101
"375","fruttia delicio suc tutti frutti 1,5l",3,"frutti fresh (sticla plastic  de 500 ml) ",3.2,"suc tutti frutti fruttia 1,5 l",93,3,"fruttia delicio suc tutti frutti 1,5l",101,3.05,"suc tutti frutti fruttia 1,5 l",93
"376","nectar de piersici tymbark 1l",4.66,"nectar de fructe (cutie carton  de 1000 ml) ",4.09,"nectar de piersici tymbark 1l",101,4.73,"nectar de piersici tymbark 1l",101,4.9,"nectar de piersici tymbark 1l",101
"377","plafar sirop visine 0.5l",8.03,"sirop natural de fructe  (sticla de 500 ml) ",8.64,"plafar sirop visine 0.5l",101,8.43,"plafar sirop visine 0.5l",101,8.43,"plafar sirop visine 0.5l",101
"378","bergenbier bere blonda 2.2l",6.29,"bere blonda (sticla plastic  2-2,5 l) ",6.29,"bergenbier bere blonda 2.2l",101,3.87,"bere blonda 1l bergenbier",94,6.29,"bere blonda bergenbier 2.2l",100
